[2018-11-06 11:22:26,734128] eccube.INFO  [NULL] [7369024e] [NULL] [RouterListener:onKernelRequest:146] - Matched route "homepage". {"route_parameters":{"_controller":"\\Eccube\\Controller\\TopController::index","_route":"homepage"},"request_uri":"http://ec-cute-kaku87.c9users.io/html/"}  [GET, /html/, 10.240.0.64, https://ec-cute-kaku87.c9users.io/, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:26,744401] eccube.INFO  [NULL] [7369024e] [NULL] [AnonymousAuthenticationListener:handle:62] - Populated the TokenStorage with an anonymous Token.   [GET, /html/, 10.240.0.64, https://ec-cute-kaku87.c9users.io/, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:26,747087] eccube.INFO  [4701d45a] [7369024e] [NULL] [LogListener:logRequest:83] - > GET /html/   [GET, /html/, 10.240.0.64, https://ec-cute-kaku87.c9users.io/, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:26,995868] eccube.INFO  [4701d45a] [7369024e] [NULL] [RouterListener:onKernelRequest:146] - Matched route "block_cart". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CartController::index","_route":"block_cart"},"request_uri":"http://ec-cute-kaku87.c9users.io/html/block/cart"}  [GET, /html/, 10.240.0.64, https://ec-cute-kaku87.c9users.io/, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:27,019305] eccube.INFO  [4701d45a] [7369024e] [NULL] [RouterListener:onKernelRequest:146] - Matched route "block_search_product". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\SearchProductController::index","_route":"block_search_product"},"request_uri":"http://ec-cute-kaku87.c9users.io/html/block/search_product"}  [GET, /html/, 10.240.0.64, https://ec-cute-kaku87.c9users.io/, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:27,468150] eccube.INFO  [4701d45a] [7369024e] [NULL] [RouterListener:onKernelRequest:146] - Matched route "block_login". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\LoginController::index","_route":"block_login"},"request_uri":"http://ec-cute-kaku87.c9users.io/html/block/login"}  [GET, /html/, 10.240.0.64, https://ec-cute-kaku87.c9users.io/, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:27,476470] eccube.INFO  [4701d45a] [7369024e] [NULL] [RouterListener:onKernelRequest:146] - Matched route "block_category". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\CategoryController::index","_route":"block_category"},"request_uri":"http://ec-cute-kaku87.c9users.io/html/block/category"}  [GET, /html/, 10.240.0.64, https://ec-cute-kaku87.c9users.io/, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:27,494865] eccube.INFO  [4701d45a] [7369024e] [NULL] [RouterListener:onKernelRequest:146] - Matched route "block_news". {"route_parameters":{"_controller":"\\Eccube\\Controller\\Block\\NewsController::index","_route":"block_news"},"request_uri":"http://ec-cute-kaku87.c9users.io/html/block/news"}  [GET, /html/, 10.240.0.64, https://ec-cute-kaku87.c9users.io/, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:27,526959] eccube.INFO  [4701d45a] [7369024e] [NULL] [LogListener:logResponse:96] - < 200   [GET, /html/, 10.240.0.64, https://ec-cute-kaku87.c9users.io/, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:32,619647] eccube.ERROR [NULL] [2199657b] [NULL] [LogListener:logException:110] - Symfony\Component\HttpKernel\Exception\NotFoundHttpException: No route found for "GET /login" (uncaught exception) at /home/ubuntu/workspace/vendor/symfony/http-kernel/EventListener/RouterListener.php line 159 {"exception":"[object] (Symfony\\Component\\HttpKernel\\Exception\\NotFoundHttpException(code: 0): No route found for \"GET /login\" at /home/ubuntu/workspace/vendor/symfony/http-kernel/EventListener/RouterListener.php:159, Symfony\\Component\\Routing\\Exception\\ResourceNotFoundException(code: 0): No routes found for \"/login\". at /home/ubuntu/workspace/vendor/symfony/routing/Matcher/UrlMatcher.php:98)"}  [GET, /html/login, 10.240.1.50, NULL, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
[2018-11-06 11:22:32,633719] eccube.INFO  [4701d45a] [2199657b] [NULL] [LogListener:logResponse:96] - < 404   [GET, /html/login, 10.240.1.50, NULL, Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36]
